	_id	sameAs
338	gse183892	https://data.niaid.nih.gov/resources?id=dde_a7f0b97db56b4346
339	gse86530	https://data.niaid.nih.gov/resources?id=dde_a9b8f7f8f5cf3163
340	msv000079470	https://data.niaid.nih.gov/resources?id=dde_ad5890da49e3fc3c
341	gse103477	https://data.niaid.nih.gov/resources?id=dde_b25ade481e6ca029
342	prjna516701	https://data.niaid.nih.gov/resources?id=dde_b49ae2aa68b73e34
343	prjna381939	https://data.niaid.nih.gov/resources?id=dde_bc33aef299ea2332
344	gse80059	https://data.niaid.nih.gov/resources?id=dde_bdc9fc7ef8d55279
345	gse77192	https://data.niaid.nih.gov/resources?id=dde_c0c27050e81c773d
346	gse80697	https://data.niaid.nih.gov/resources?id=dde_c2e17416eb571169
347	gse79218	https://data.niaid.nih.gov/resources?id=dde_c7e9a7f1f22b4ec2
348	gse86533	https://data.niaid.nih.gov/resources?id=dde_c9bf2d83c23e00db
349	msv000082345	https://data.niaid.nih.gov/resources?id=dde_ca328d296aff9999
350	gse98527	https://data.niaid.nih.gov/resources?id=dde_ccd58407d46699dc
351	gse165532	https://data.niaid.nih.gov/resources?id=dde_cf6f28f5db9e7dfc
352	gse103507	https://data.niaid.nih.gov/resources?id=dde_daef532f7463bb19
353	gse155249	https://data.niaid.nih.gov/resources?id=dde_dc386eb3a37ba7a2
354	prjna638415	https://data.niaid.nih.gov/resources?id=dde_de9956a5a472ef62
355	gse100496	https://data.niaid.nih.gov/resources?id=dde_dff976e4287f1e32
356	gse77161	https://data.niaid.nih.gov/resources?id=dde_eb1371df0ae8a85f
357	msv000080899	https://data.niaid.nih.gov/resources?id=dde_05f214ce9a5dcc15
358	msv000080029	https://data.niaid.nih.gov/resources?id=dde_0ad26b6e93802474
359	msv000081851	https://data.niaid.nih.gov/resources?id=dde_0c5951d68b7c6085
360	gse67473	https://data.niaid.nih.gov/resources?id=dde_0cce605bc04fd050
361	gse70220	https://data.niaid.nih.gov/resources?id=dde_106d9f46ee4a84dc
362	prjna527090	https://data.niaid.nih.gov/resources?id=dde_1261dea33bcf3c86
363	pxd021588	https://data.niaid.nih.gov/resources?id=dde_e74bdfeef8542189
364	prjna526576	https://data.niaid.nih.gov/resources?id=dde_e9a83ca6eed0f6e1
365	msv000082600	https://data.niaid.nih.gov/resources?id=dde_edea660a8233c9db
366	prjna542659	https://data.niaid.nih.gov/resources?id=dde_f01b720db866e5c5
367	msv000080020	https://data.niaid.nih.gov/resources?id=dde_f341e9359abd193f
368	msv000080903	https://data.niaid.nih.gov/resources?id=dde_f3dee76cdf10d621
369	pxd019113	https://data.niaid.nih.gov/resources?id=dde_ff9f77ea0a71db77
370	gse78888	https://data.niaid.nih.gov/resources?id=dde_01a3d57e683d1471
371	msv000079415	https://data.niaid.nih.gov/resources?id=dde_0e70949636dc1df6
372	prjna593819	https://data.niaid.nih.gov/resources?id=dde_117d63cc05742798
373	msv000079700	https://data.niaid.nih.gov/resources?id=dde_137111046d4f31f8
374	gse89008	https://data.niaid.nih.gov/resources?id=dde_1b82d885b8e0d041
375	msv000080898	https://data.niaid.nih.gov/resources?id=dde_208dfab1d9a151de
376	msv000081042	https://data.niaid.nih.gov/resources?id=dde_2581f4c6de8e387f
377	prjna423031	https://data.niaid.nih.gov/resources?id=dde_2ebe35d46cf9ceda
378	msv000079460	https://data.niaid.nih.gov/resources?id=dde_35b0d4bbf913e31c
379	prjna422193	https://data.niaid.nih.gov/resources?id=dde_3d2bdb208a22a03e
380	gse129318	https://data.niaid.nih.gov/resources?id=dde_401ccd5893fb592b
381	prjna381936	https://data.niaid.nih.gov/resources?id=dde_4951df19ffbee790
382	prjna579121	https://data.niaid.nih.gov/resources?id=dde_4da5b1400decbbf5
383	msv000079703	https://data.niaid.nih.gov/resources?id=dde_532a0b8b6e97a99d
384	msv000081046	https://data.niaid.nih.gov/resources?id=dde_5483e440cdddb7c8
385	msv000079156	https://data.niaid.nih.gov/resources?id=dde_55df0affbb4227fc
386	gse183890	https://data.niaid.nih.gov/resources?id=dde_594f73693dfd09fc
387	msv000081561	https://data.niaid.nih.gov/resources?id=dde_59ba57e13cd71738
388	gse158807	https://data.niaid.nih.gov/resources?id=dde_5b3ecfcd28d169eb
389	msv000079154	https://data.niaid.nih.gov/resources?id=dde_60015fdb2a6c24c0
390	gse165673	https://data.niaid.nih.gov/resources?id=dde_66bfb8fb013e84ef
391	msv000079153	https://data.niaid.nih.gov/resources?id=dde_6a0231d53acfc5e6
392	gse106522	https://data.niaid.nih.gov/resources?id=dde_6b342718fe0402b9
393	prjna381938	https://data.niaid.nih.gov/resources?id=dde_727f74f4e2d7d16f
394	prjna528754	https://data.niaid.nih.gov/resources?id=dde_7c44c911ed001298
395	gse86529	https://data.niaid.nih.gov/resources?id=dde_7d438989cbc43bc7
396	gse69943	https://data.niaid.nih.gov/resources?id=dde_817cd7c7560a2819
397	gse79216	https://data.niaid.nih.gov/resources?id=dde_82fed218f02aec99
398	gse80058	https://data.niaid.nih.gov/resources?id=dde_86a5402b818ab7df
399	prjna526511	https://data.niaid.nih.gov/resources?id=dde_8a4e63452dd330fe
400	msv000081850	https://data.niaid.nih.gov/resources?id=dde_8b0d4d4ad599bd3f
401	prjna595724	https://data.niaid.nih.gov/resources?id=dde_8d959dd07cb1d027
402	gse68380	https://data.niaid.nih.gov/resources?id=dde_912274c2f61b9ed1
403	msv000081041	https://data.niaid.nih.gov/resources?id=dde_9a0b94ec6b3cb841
404	gse135498	https://data.niaid.nih.gov/resources?id=dde_9de1ed37e06815dc
405	msv000081045	https://data.niaid.nih.gov/resources?id=dde_a27ac3b51464ef98
406	msv000080021	https://data.niaid.nih.gov/resources?id=dde_a4234c07375889a5
407	gse81909	https://data.niaid.nih.gov/resources?id=dde_ac6ca8270a2fe97c
408	gse134238	https://data.niaid.nih.gov/resources?id=dde_ae2878cc297b5961
409	msv000081782	https://data.niaid.nih.gov/resources?id=dde_b1049acc7de49279
410	msv000079206	https://data.niaid.nih.gov/resources?id=dde_b254ed0f5d46c066
411	prjna526539	https://data.niaid.nih.gov/resources?id=dde_b34bdad184eb7441
412	prjna633047	https://data.niaid.nih.gov/resources?id=dde_b66878384c0b660f
413	gse77193	https://data.niaid.nih.gov/resources?id=dde_b8f81cf5dc52f13b
414	gse160767	https://data.niaid.nih.gov/resources?id=dde_ba1a45e0d6c30a1f
415	gse125287	https://data.niaid.nih.gov/resources?id=dde_c34b19473faa5896
416	gse69945	https://data.niaid.nih.gov/resources?id=dde_c4821bb8ec9f3243
417	gse69944	https://data.niaid.nih.gov/resources?id=dde_c932cc715cba885b
418	msv000081846	https://data.niaid.nih.gov/resources?id=dde_ef44725e2e3486a9
419	msv000080129	https://data.niaid.nih.gov/resources?id=dde_f274047d9951cada
420	prjna320462	https://data.niaid.nih.gov/resources?id=dde_f3e33b24ff1ca676
421	msv000081890	https://data.niaid.nih.gov/resources?id=dde_fc40fc844f81d901
422	prjna638316	https://data.niaid.nih.gov/resources?id=dde_fea35dfa911a81f9
423	prjna595915	https://data.niaid.nih.gov/resources?id=dde_ba31ae21d3350f49
424	gse71200	https://data.niaid.nih.gov/resources?id=dde_bc3b92a26d44a8a4
425	gse162620	https://data.niaid.nih.gov/resources?id=dde_bc6759b7d16ed62e
426	gse184017	https://data.niaid.nih.gov/resources?id=dde_bd813a34e9c9140d
427	prjna521551	https://data.niaid.nih.gov/resources?id=dde_c255c593738bfe56
428	msv000080897	https://data.niaid.nih.gov/resources?id=dde_cacb700d47ffb9c2
429	msv000081559	https://data.niaid.nih.gov/resources?id=dde_cd3a6e3fba77bd7e
430	gse77160	https://data.niaid.nih.gov/resources?id=dde_ddde783f14a29692
431	gse100509	https://data.niaid.nih.gov/resources?id=dde_dfeb3738df3952ba
432	gse134397	https://data.niaid.nih.gov/resources?id=dde_e24d635b2dc762b6
433	msv000079704	https://data.niaid.nih.gov/resources?id=dde_e3e580ebd0a0b301
434	gse52937	https://data.niaid.nih.gov/resources?id=dde_e569e1b959f0225e
435	msv000079701	https://data.niaid.nih.gov/resources?id=dde_e73af772c605b3a9
436	gse68946	https://data.niaid.nih.gov/resources?id=dde_eb1461df04d96427
437	prjna639060	https://data.niaid.nih.gov/resources?id=dde_ebb0a0fb63f51b28
438	msv000080354	https://data.niaid.nih.gov/resources?id=dde_f553a6b1de0a46ca
439	msv000081888	https://data.niaid.nih.gov/resources?id=dde_f69a7658f7cdf84e
